layer_type,stack,thickness,points,EA,IP,E0,Et_bulk,Nc,Nv,Nion,Ncat,DOSion,DOScat,mue,muh,muion,mucat,epp,G0,krad,taun_SRH,taup_SRH,sn_l,sn_r,sp_l,sp_r,Rs,PhiA,PhiC,OM,xmesh_type
layer,MAPICl,1.50E-06,200,-3.8,-5.4,-4.6,-4.6,1.00E+19,1.00E+19,1.00E+19,1.00E+19,1.21E+22,1.21E+22,1.00E-02,1.00E-02,1.00E-10,1.00E-14,2.00E+01,2.64E+21,1.00E-10,1.00E+06,1.00E+06,1.00E+07,1.00E+07,1.00E+07,1.00E+07,100,-5,-5,0,5
