layer_type,stack,thickness,points,EA,IP,E0,Et_bulk,Nc,Nv,Nion,DOSion,mue,muh,muion,epp,G0,krad,taun_SRH,taup_SRH,sn_l,sn_r,sp_l,sp_r,Rs,PhiA,PhiC,OM,xmesh_type
layer,MAPICl,1.50E-06,200,-3.8,-5.4,-4.6,-4.6,1.00E+19,1.00E+19,1.00E+19,1.21E+22,2.00E+01,2.00E+01,1.00E-10,2.30E+01,2.64E+21,3.60E-12,1.00E-07,1.00E-07,1.00E+07,1.00E+07,1.00E+07,1.00E+07,1.00E+02,-5.2,-4.4,1.00E+00,5.00E+00
